,ID,text,labels
1142,1306619972152627202t," Trump followed , and is following , the advice of Fauci and Birx . If he's been incompetent and dishonest , they are the reason . Both have stated , publicly , that he has followed their advice and never ignored their advice . 99.85 % survivability rate for COVID - 19 . No vaccine needed",pharma unnecessary
6261,1374216958065979395t,"  I ’ m all for people making this 50 / 50 decision for themselves especially if they have already had Covid . Those advocating all healthy young adults & young children to get vaccinated who already had Covid is like saying “ Take the risk to your young life , save an elderly ” !",mandatory side-effect
7790,1395733059614384136t,  = = > 70 % < = = = of Seychelles has had a Sinopharm jab ( I won't even call it a vaccine ) spoiler alert : It is not worth a shit ,ineffective unnecessary
2443,1338110699260813313t, I had an adverse reaction to a Pfizer medication . I called them about it . They sent out a mass produced form letter saying “ condolences on the death of your loved one ” . They assumed I had died . No way will I take the Pfizer vaccine .,side-effect
7974,1364219702709342214t,Another One Takes The Jab And Dies : Detroit News TV Anchor Dies One Day After Taking COVID Vaccine ,side-effect
3747,1245031218527133696t," She's trying to get you to support a vaccine , while not telling you that it won't last long . Maybe not even a year - we don't know yet .",ineffective
4175,1328268499895152643t,"    So we ’ re saying you are likely to need a yearly vaccine for Covid then ? What if it mutates , we then have another mass spread until a new vaccine is found ? Nah , like other Coronaviruses before it , it will slowly die off due to herd immunity either naturally or via vaccine .",ineffective
1295,1376815485879152641t,A 31 yo male who has received both doses of #CovidVaccine #Covishield turns covid + ve on 26 March . Do Vaccines really work ? ? Or is it just a ploy to open up everything indicriminately .  @,ineffective
8871,1375789334939451395t," Well , they say the messengerRNA of the vaccine doesn't get into the DNA . Why don't they say ectopic pregnancy doesn't happen either ? ",side-effect
4246,1377364601889718274t,🤬 WHAT IS THE PRIMARY GOAL OF DEMONIC - RATS ~ 1 ~ FINANCIAL GAIN ~ POWER GRAB 2 ~ ADVANCE THE PANDEMIC 3 ~ FORCED VACCINATION ~ DELIBERATELY INJECT ~ COVID - 19 INSTEAD OF VACCINE TO STOP IT 4 ~ ESCALATE THE DEATH OF AMERICA'S ECONOMY 5 ~ PROMOTE POPULATION REDUCTION 6 ~ CELEBRATE CHINA ~ THE NWO 🤬,conspiracy mandatory political
7672,1381930204667449345t,BREAKING : FDA and CDC announce that they are calling for an immediate pause on the use of the single - dose Johnson & Johnson vaccine . ,side-effect
3409,1334488813972942849t," If these 3 treasonous criminals are promoting them , this should tell you all you need to know about the uselessness and dangers of these so - called ' COVID - 19 ' vaccines . You need your head examined if you think they're actually taking an untested vaccine against a seasonal flu .",rushed side-effect
2445,1374841565047316485t,A vaccine a substance used to stimulate the production of antibodies & PROVIDES IMMUNITY against diseases . Guys a vaccine provides what ? ACTIVE IMMUNITY .. But the coronavirus vaccine can ’ t make you immune from contracting the virus .. Please define USELESS for me again ..,ineffective
8823,1111939312944377857t," Social responsibility must include fear of vaccination & other parental concerns . The "" science "" has not proven in any way that vaccines don't affect the brain , especially when other factors are also involved . Fear of medical "" science "" is warranted for all kinds of procedures .",side-effect
8532,1346116375769538568t,""" Merck ’ s Ebola vaccine never completed a human clinical trial at all but WHO gave emergency authorization for Liberia and Guinea "" He was kind enough not to say that trial results did not matter in giving Oxford vaccine authorization ",rushed
6732,1199404244782239744t, I know candace is not the one you ’ re going to take seriously BUT there have been thousands of reports of girls suffering as a result from this very under researched ‘ vaccine ’ and its an example of women yet again being ignored in the medical field,rushed side-effect
1410,1298389825100353536t," #AstraZeneca has sought and received immunity from liability should catastrophic side effects occur in recipients of the vaccine . That's how safe their #COVID19 vaccination is . Still not tested on the elderly , children or pregnant mothers but #HCQ is safe for all those categories",rushed side-effect
3729,1286119786854920192t,"This insanity needs to 🛑 Think we are pissed now , wait Gates is promoting that all COVID vaccines be protected by blanket immunity . He hopes to sell his experimental gene - altering technology to all 7 billion humans & transform our species into GMOs . ",conspiracy pharma side-effect
3136,1288285504190976001t," Well , a cheap answer to the Chinese Virus would be bad for Big Pharma , Bill Gates , the Deep State and Dr . FAUXI . We wouldn't need their hastily made , very costly vaccine and we could get things reopened NOW . That kinda shits on their plans for continued gloom & doom .",pharma rushed unnecessary
3580,1278988867383824385t,They bring used as Guinea pigs ! ! ! Protests Against Africa ’ s 1st COVID - 19 Vaccine via  ,country rushed
6593,1375001008611332098t," The world gave PH so many signs but we kept on ignoring . The free vaccine is a global diplomacy that we shouldn ’ t have accepted . The chinese vaccine was developed Feb 2020 after they ’ ve exported the virus , to push as donations to asian countries in exchange for the 9 - dash line .",country
5019,1376975081516175361t, Will they be honest if their goal is to push vaccine passports ?,mandatory
4585,1293154976726953985t,"Um , I guess Russia has commenced widespread testing of its Covid - 19 vaccine on everyone . Why would any sane Russian take it ? To avoid a fall from a fifth floor window ?",none
4086,1355110074755276807t,"    Why would you want vaccinating against something that has a 99.5 % survival rate . If you are in your 30s healthy , eat well , exercise why would you want to be vaccinated every year for something you can still catch ?",unnecessary
3954,1339023684896518145t,"Okay now they ’ re saying the covid vaccine has unknown fertility impacts , no breastfeeding , and you can ’ t get pregnant for two months . I was all for it but what the fuck ?",side-effect
7472,1386104175411568644t,    Very sorry to hear that . The 3600 who have died from the vaccine should be listed under Covid deaths as well . People like me have allergies and heart issues which means an epipen could kill us . Pfizer turned away anyone who had suffered anaphylaxis earlier in the trials .,side-effect
8783,1325857293141831680t,   Me either . My immune system was almost shot 2 years ago before I stopped vaccines . Been getting stronger ever since . PS my very healthy 57 year old cousin passed away from flu and pneumonia this year ( neg for covid ) and she was a staunch vacciner .,side-effect
2845,1452387533640257538t,Better understanding of the #CovidUK problem facing #BorisJohnson is gained by looking at Double Vaccinated by age and time . We will see increased cases in under 30s double jabbed as they catch up to the older folk . #Breakthrough = #COVID19 vaccine failure . #auspol ,political
4077,1350407066851094528t,I ’ ve been flat out declining Pfizer vaccine after seeing two peoples side effects . I was offered Oxford yesterday but declined it as I know of a lot of people who have had even worse side effects than Pfizer . Luckily my manager was cool with it and said it ’ s my choice .,side-effect
2899,1336697162651078660t,".  "" its safe "" another pro untested vaccine advocate on Talk Radio ( the blog I read is  data not published or peer reviewed until 2023 ) It's not a theory if pfizer have previously been caught doing it ",rushed
7611,1374951176408535043t,Belgian politician “ receives ” vaccine . No gloves . No needle . Plunger not depressed at all . FAKE FAKE FAKE . Wake up plebs . It ’ s just you getting vaccinated . ,political
7917,1350794625699733504t,"  my friend has just had Pfizer vaccine , she is feeling quite ill today , can ’ t walk properly . She ’ s over 89 with lung tissue scarring .",side-effect
3911,1370457483362246658t,batches of Pfizer - BioNTech ’ s covid - 19 vaccine had lower than expected levels of intact mRNA  So they're basically injecting broken mNRA code into ppl ? ? ? I know what broken code does to computers ... my god wth would it do to humans ?,conspiracy ingredients
7397,1328882263493398528t,"  So could the VACCINE ; ) difference is ... you "" might "" get covid .. if you inject the vaccine you get the issues guaranteed . you just don't know how serious they may be .",side-effect unnecessary
6150,1340062216394076160t,"You know , for all the positive talks about the COVID - 19 Vaccine , if something goes wrong , you can't sue ? I was on the fence , but now I'm gonna pass . ",political
3605,1272561891454435328t,  Why would we trust #Sanofi ? 75000 doses of Sanofi Pasteur #flu vaccine from batch containing impurities have been used in Hong Kong ,ingredients
4143,1354546001533693953t,"California health care worker dies days after receiving 2nd coronavirus vaccine shot , report says  ",side-effect
6057,1287761356402327553t,  Anybody who will accept a vaccination from the Gestapo pretty much will get what it deserves .,none
6979,1336100049244315648t,    The early ones were fine . Bill Gates became involved inthe industry in early 2000 and has shares in Pfizer etc . You can bet he's behind the IT company that manages our medical data too . He's been planning this for 15 years or so . You will have to have many vaccines each yr ...,pharma
5536,1432928914750394368t,"#VAERS 78y ♂ ️ #Comirnaty #Pfizer #Covidvaccine #Suicide #Mentalhealth "" On 23Jun2021 at 17 : 20 , the patient received the vaccination ... On 28Jun2021 , the patient jumped off the 10th floor of the building , and he was found dead . "" ",side-effect
7767,1293829563970195457t,Certainly won't be getting a Russian innovated vaccine . ,country
5456,1350311847639977987t,"No need to be concerned about recent deaths associated with  #vaccine #auspol 23 Deaths In Norway , 10 In Germany , Shortly After The COVID Vaccination , ...  via   #COVID19",side-effect
7209,1343323344725303296t,   I take it as just something to be aware while making the personal decision ...  shall be held accountable ... they are also fully indemnified from any responsibility for potential side effects To me it ’ s matter of what ’ s bigger risk - unlikely side effects vs COVID - 19,side-effect
8113,1382318227133403136t,"Late night hosts list things more dangerous than Johnson & Johnson's COVID - 19 vaccine , including COVID - 19 (  / The Week )  ",side-effect
538,1416607157156515840t,US health regulators are expected to warn that the Johnson & Johnson Covid - 19 vaccine is linked to a very small incidence of cases of a rare neurological disorder associated with other shots. :/ / t.co/w6opz14wz5,side-effect
9542,1439288176032555011t,Japanese Researchers Investigate Intracranial Hemorrhage Deaths Possibly Caused by Pfizer ’ s COVID - 19 Vaccine  #BNT162b2 #Comirnaty #COVID - 19 #mRNA #Vaccine ,side-effect
5852,1376636353643941891t,I ’ m not getting a gun license . I ’ m not getting a vaccine passport . Y ’ all can fuck all the way the fuck off . ,mandatory
6716,1364262802693758979t," said last week that there would be no vaccine passport , this week  is reviewing the introduction of them . When will the dishonesty of the  party STOP #VaccinePassports #COVID19 #lockdown #EnoughIsEnough #Fascist #dictatorship #lies",mandatory
7865,1262935037172908034t,"It's less dangerous than many communicable diseases but only problem is - As Corona is since millions years & chinese mutated , is changing strains rapidly        No vaccine will be life long For Sure 100 %",ineffective
2941,1353573664671879168t,  Don't cash the relief checks or get the free covid vaccine either . Then decide which is these programs should go first ... ,none
1794,1354384096420655105t," How many who died , died within 60 days of having the vaccine ?",side-effect
512,1325944710712631296t,"Help me out here ... Everyone excited that the new COVID - Scare vaccine has a 90 % prevention rate allowing only 10 % infection . Currently only 10409,755 case out of 335000,00 people is a 3 % infection rate . How is that better ?",ineffective unnecessary
6015,1293111667652468737t,"Here comes top global terrorist #Putin to bamboozle the world ... I cant believe in it , because over the years #Russia has only invested in death & destruction from #Syria to #Libya & #Belarus2020 . No to #Putin & no to #Russian vaccine",country
769,1280341024431157255t,"What a cash cow ... annual booster for CoVid protection ... what a jackpot for Fauci / Gates , etc Dr . Fauci Warns Any Protection Provided By COVID - 19 Vaccine May Be "" Transitory "" ",ineffective
4335,1333506180035928065t, Then you might want to skip #BillGates #Moderna #vaccine because he ’ s got his fingers in everything including #DominionVotingSystems #Smartmatic,pharma
2756,1336536639150071808t," Pfizer and BioNTech are developing a new version of the covid - 19 vaccine , First version is not out , second is on way , something is not right",ineffective
9031,1453347417835950084t,"Covid live : BMA has ‘ grave concern ’ over mandatory NHS staff vaccines ; Russia sets new record for daily deaths  Meanwhile , complicit silence from the media as WHO , EMA and CDC continue to ruin the lives of those vaccinated with Sputnik .",mandatory side-effect
3707,1368939262406713355t,"My take on the vaccine . Some are dying , some are hospitalized , some have reactions but not deadly . Next flu season , people who took the vaccine will get a big surprise . This vaccine will kill more than Covid - 19 and at a much faster rate . Depopulation achieved .",side-effect
6644,1333855971295150080t, I'm definitely not messing with that Moderna one if that gets released .,none
9057,1305568659146862592t,"I am confused why  is continuing a trial that is causing neurological side effects in more human subjects ⁉ ️ Do they not care that it is harmful to some ⁉ ️ Although I ’ m pro vaccine , I don ’ t want this vaccine if I may suffer neurological damage ❗ ️",rushed side-effect
5255,1328359355268403204t,I think Moderna is wildly underestimating the intensity of anger a COVID vaccine is going to provoke . Lots and lots of people who have already had the disease ? Gonna be bad .,side-effect
4798,1333187303007801347t,"  Suspicious that wet market story isn't it ? Well yes that's exactly it mate , our immune system can give us herd immunity ! Getting the virus or having a vaccine is basically the same thing so long as you don't die from the virus . Protect the vulnerable or imprison EVERYONE ? Hmm 🤔",unnecessary
9043,1377321854440939521t, why aren ’ t we hearing more about this and how many other healthy people may have died weeks after vaccine . Your truly helping the conspiracy theorist . There is a lot more common sense opinions against vaccines than the crazy ones you report . ,side-effect
91,1430843813937958915t,"BBC Radio Newcastle presenter died of AstraZeneca coronavirus vaccine complications , coroner concludes Lisa Shaw died three weeks after her first dose , inquest hears ",side-effect
4214,1311207300414279680t," The LAST THING on earth this UK government wants is an end to the ' Corona crisis ' . That is why they're pumping out their fraudulent & meaningless ' case ' BS - to keep it going , until they can inject everyone with their sinister ' vaccine ' .",political
5158,1292387026520510464t," This is the logical position . Vaccine rushed to market , perhaps bypassing normal safeguards , is not safe . The Moderna tech is completely knew . It should be subject to extra scrutiny .",rushed side-effect
7715,1250780953255063552t,"      I don ’ t get a flu vaccine . I wouldn ’ t get a COVID - 19 vaccine either , unless I were at risk . Same goes with wearing a mask . If you ’ re high risk , take every precaution you feel appropriate , and likewise if you ’ re not .",none
6051,1316472037301530625t,"  transmission of Covid . A proper vaccine is not imminent , there's a reason why they take so long to make . What is coming will either be dangerous / unknown b / c they are severly undertested and reviewed or be ineffective / have limited immunity length for the same reasons ... he has",ineffective rushed side-effect
9356,1260173163616501760t,   One Script One Agenda Forced Vaccines Depopulation Electronic Money Mass Slavery & Control Constant Surveillance Media Brain Washing Masses Deception of Sovereign Nations One puppet Master in the background WAKE UP WORLD COVID - 19 = SCAM ,conspiracy mandatory
4052,1395248541287784453t,"This is me . I want to contribute to the vaccination program , but I am refusing my 2nd dose of Astrazeneca as I don't like its safety profile . ",side-effect
1755,1278326568306257926t,"Pfizer ... is that the company that got caught experimenting on Nigerian children without their parents knowledge ? How are they still in business ? Oh yeah , bribery . I wonder who they ’ re testing this on .",pharma rushed
9810,1339151923211976709t,"  Pfizer says : “ Severe allergic reactions have been reported following the Pfizer - BioNTech Covid - 19 vaccine during mass vaccination outside of clinical trials . Additional adverse reactions , some of which may be serious , may become apparent with more widespread use ... . ”",side-effect
110,1261314346656940032t,  I ’ d recommend listening to Dr . Mikovits and RFK JR on the risks of mRNA vaccines currently in development by Moderna . Even their former chief chemist said he ’ d never take that vaccine . It ’ s exactly what it ’ s designed to do .,side-effect
9630,1422715759529132035t,"  Instead of rushed approval of 1st Gen vaccine that skipped age vs safe dosage studies . Expedite vs stall  safer , better ethnicity data . Not falling for political approval . #novavax #CovidVaccine ",rushed
85,1377280621240844289t,Johnson & Johnson knew for decades asbestos was in it's baby powder - think I'll give their 💉 a bodyswerve 😏 #vaccine #VaccinePassport,mandatory
105,1296179318238982144t,"  "" Oxford "" vaccine has much more pisazz about it . Easy to manipulate the masses . Mention an Australian research firm and the public would go to sleep . The Marketeer in full flow . What a sucker country we are .",pharma
3162,1334753953444196352t, sorry Julia you are wrong ... Read the #Pfizer material ( and it goes for any vaccine ) all they can claim is an reduction of symptoms ... Plus you could still be infectious,ineffective
4081,1338239583075569664t, Right ! Have you seen Dr . Madej ’ s YouTube videos regarding the danger of Gate ’ s vaccine for Covid ? Did you see how they had the US Marshall to escort the trucks carrying the Pfizer vaccines ? Folks standing out there cheering the trucks on like they ’ re about to get a miracle cure 🤦 🏽 ‍ ♀ ️,side-effect
7235,1397651228679675907t,"     Oh ah oh , miraculous "" moderna "" vaccine ? So at the end is rather a NIH vaccine right ?",none
7011,1334779326722666496t,   Google Prof Mike Yeadon or Prof Carl Heneghan for your answers . You ’ re right it does take 10 yrs average to develop a vaccine ! ! ! So even more worrisome that Pfizer are seeking not to be held liable if there are adverse reactions .,pharma rushed
4847,1308775383894949895t,$ JNJ Johnson & Johnson #SerialKillerCEO Alex Gorsky has killed more people over his career than the top serial killers combined . #Risperdal #Mesh #Hips #BabyPowder Is the single - shot Covid vaccine next ?,pharma side-effect
4317,1319641269119889411t,    No I ’ m stating what you see them as just because people don ’ t take the vaccine doesn ’ t make them an anti Vaxer,none
3458,1348231143678763010t,"If you're < 60 , healthy and have no conditions or situations that may put you at extra risk , you DO NOT need a vaccine for #covid19 . If you've had covid , you DO NOT need this vaccine . The already very ill / very old / very fat should consider it . 99.7 % natural recovery .",unnecessary
6557,1303732393644355590t,"  This is one mistake he & his campaign have been making . He may be setting himself up for something really bad , especially if its the Moderna vaccine at the forefront . Its being rushed & skipping trials . If things go bad , it won't be Big Pharm or FDA taking the heat ! Be careful !",pharma rushed
4129,1305512717436874754t,"I just saw on my feed the Pfizer CEO is saying we will know if Covid - 19 vaccine works by the end of October . I'm no virologist / pathologist , but isn't "" works "" only 1 / 2 the equation ? "" SAFE "" is important , too . No ?",rushed
